,id,text,date,index,author,im_url,platform,sampleSource,label,Comments
4555,42084,"☀️NineForNews.nl☀️ Baudet geeft toespraak op Malieveld: ‘Zet je schrap, het wordt nog zoveel erger’  ❤️👉 Belicht jouw perspectief @wakkerenchat 👈❤️",2021-09-25,3077545,1375868465,,Telegram,random,Niets,
4556,42085,Naast Bruno Bruins en Sigrid Kaag was ook minister Edith Schippers WEF-projectleider https://www.ninefornews.nl/naast-bruno-bruins-en-sigrid-kaag-was-ook-minister-edith-schippers-wef-projectleider/,2022-01-09,5263945,1084083777,,Telegram,random,Niets,
4557,42086,@Mycryptodiaries @abbeykida2021 @krid_adam @PlasmaMagnet @thierrybaudet En nog steeds zegt dit niets.,2021-10-06,12642540,BennyBrodala,,Twitter,random,Niets,
4558,42087,"@PvanHouwelingen UW 666 TOEKOMST : DIE U WORDT AANGEBODEN DOOR DE DUIVEL  DIE AFKOMSTIG IS VAN HET WERELD ECONOMIC FORM - WEF, MJ12, CFR, TLC, WHO, EU, CLUB VAN ROME EN POLITIEK IN DEN HAAG.  BRON ( https://t.co/KnAVzM9lmj )",2022-08-21,31598002,SoevereinM,,Twitter,keywords,Demoniserend#Elite-complot,
4559,42088,"Geweldige @Buitenhoftv visionair van @HermanWijffels en Ramsey Nasr, treffende knelpunten @POL_Korpschef en @AmsterdamLale Hopen dat @MinPres gekeken heeft. @PieterOmtzigt topmodel voor kantelpunt: @kabformatie op inhoud, niet op poppetjes. Verkenners kabinet riekt naar #inteelt",2021-03-28,4906200,deboerharm,,Twitter,random,Niets,
4560,42089,@lientje1967 Nou @lientje1967 omdat ze dat niet mogen zijn van hun baas die opdracht krijgt van onze regering die opdracht krijgt van hun WEF. Wat jij een complot noemt. Overigens was de slaapkamer ook niet kritisch en stemde overal mee in.,2022-05-12,25172746,jj_kroes,,Twitter,keywords,Elite-complot#Niets,
4561,42090,"'Als deze Covid scam valt, en dat lijkt me onvermijdelijk, dan wordt FVD niet alleen weer de grootste, maar dan trekt het coronakartel ook de gevestigde media, de onnozele artsenbrigade en andere ‘gezagsdragende instituties’ mee in de val. Dan is het allemaal in één keer klaar.' - Thierry Baudet  🏛️ TELEGRAM.me/FVDgeluid • sluit je aan of deel dit bericht",2021-12-28,4994468,1177537440,,Telegram,random,Niets,
4562,42091,DE HELE NEDERLANDSE REGERING MOET GEARRESTEERD WORDEN!  Gaat Thierry Baudet aangifte doen bij de politie met de informatie die hij vandaag (11-07-2021) kreeg toegezonden per e-mail?  Wij wachten rustig af wat er zich gaat voltrekken...  https://www.volkwordwakker.nl/l/de-hele-nederlandse-regering-moet-gearresteerd-worden/,2021-07-11,2032178,1243943686,,Telegram,random,Niets,
4563,42092,@JosOpaWater @djeppink Ik hoop dat ze tegen die tijd van  het politieke toneel is verdwenen,2022-09-25,34466238,brandnetel11,,Twitter,keywords,Niets,
4564,42093,Zijn Ploumen en Klaver nu 2 leden partij begonnen om op het pluche te komen? Kan me tenminste niet voorstellen dat hun kiezers dit willen.,2021-08-21,10352021,Bokito50,,Twitter,random,Niets,
4565,42094,“Uithongering wordt ingezet als oorlogswapen door de regio grotendeels af te sluiten van humanitaire hulp.”Dit is bevestigd door de VN. Tigray is al meer dan 18 maaanden volledig omsingeld. #EndTigraySiege @CharlesMichel @2eKamertweets @markrutte https://t.co/TID3kAbfoo,2022-05-30,26262970,HagosSuzan,,Twitter,random,Niets,
4566,42095,"@CarijnB @MinPres @ministerVWS Komt wel heel egoïstisch over vind ik. Het is klaar voor de ondernemer die zijn eigen huis op moet eten, klaar voor de nachtleven sector en klaar voor al die mensen die zowel financieel en psychisch in de stront zitten",2022-02-09,19698719,DBouhuizen,,Twitter,random,Niets,
4567,42096,"#Verkiezingen2021 ik lees overal"""""""" de grootste winnaar"""""""" is @d66. Is dat niet @forum?",2021-03-19,4398007,PostmaOne,,Twitter,random,Niets,
4568,42097,Wat gaat Kaag doen??? Er gewoon uitschoppen??  D66 onderzoekt meldingen over seksuele toespelingen door Kamerlid Sidney Smeets  https://t.co/xwlmlYYIFG,2021-04-14,6015259,cabriolien,,Twitter,random,Niets,
4569,42098,"gewend geraakt aan hoe het zit. Al de BN ers zijn meelopers, alle kamerleden zijn meelopers, behalve een paar nieuwen. Zoals Haga, Gideon v.  Meijeren, van der Plas, en nog een paar anderen. De rest zijn , al weten zij dat misschien zelf niet, gecontroleerde oppositie. DUS EEN POT NAT.... Alle tv stations worden zwaar gesubsidieerd, dus hebben hun onafhanke",2022-02-06,5827463,1178481993,,Telegram,random,Elite-complot#Niets,
4570,42099,"Psychologische manipulatie  #Gaslighting  Gaslighting is een vorm van psychologische, emotionele narcistische mishandeling en manipulatie die wordt toegepast om een persoon of groep te laten twijfelen aan hun versie(s) van de werkelijkheid met als doel om de slachtoffers opnieuw te programmeren.  De meest bekende gaslighter, meester manipulator en pathologis",2022-02-18,9926132,1146895536,,Telegram,random,Niets,
4571,42100,"ebben ...   Uiteindelijk komt het allemaal neer op stapsgewijs groeien van de organisatie door middel van de effectieve communicatie van de boodschap. Op dit moment zijn we inderdaad nog veel te klein (eerlijk is eerlijk) maar daarom hebben we ook een duidelijk plan. Organisatie is, wat dat betreft, alles.  Dus ben ik optimistisch? Zeker! En daar heb ik ook",2021-10-30,3785388,1356355135,,Telegram,random,Niets,
4572,42101,"@SySyChapman @jasmijnitsme @hugodejonge @MinPres Er zijn maar een paar wappies en die zitten in het kabinet,  het RIVM en OMT",2021-04-16,6093095,doo_jabba,,Twitter,keywords,Niets,
4573,42102,"e your response. Yours sincerely, Ecological Knowledge Centre B.V. For these, Ing. A.M.L. van Rooij                         Director c.d.d. René van den Oord (thanks to him)  He should have received the letter by 4 May 2002. However, this did not happen. On 22 May 2002, i.e. 18 days after dispatch, this letter was only offered to Fortuyn BV. Pim Fortuyn was",2021-08-24,2614186,1481550236,,Telegram,random,Niets,
4574,42103,@thierrybaudet @PvdA @christenunie @VoltNederland @cdavandaag Je had gelijk… we zitten in een oorlog en het begint nog maar net… #BaudetHeeftGelijk,2021-11-16,14576781,Tweette32992294,,Twitter,random,Niets,
4575,42104,"@CorridorsOfTime @mirakelams @Lisawesterveld De inhoud hahaha.  Laat hem z'n WEF complot maar eens uitleggen. Kan niemand.  Afijn, ik weet inderdaad alles van het bijstellen van behandelplannen.  Jij blijkbaar niet, """"""""Arts""""""""",2021-10-13,12908520,lunaticoutpost,,Twitter,keywords,Niets,
4576,42105,"In The Netherlands something big just happened. Our only true opposition party in our “democracy”, Forum for Democracy (FVD) leader Thierry Baudet just made the ENTIRE government stand up and leave the parliament during his speech.  I’m sorry I don’t have subtitels on this but you will see the body language. Offended minister of finance Sigrid Kaag (WEF) sta",2022-09-22,9367212,1547705850,,Telegram,keywords,Niets,
4577,42106,"e past , VARA, VPRO and EO  broadcast astonishing documentaries about perhaps the worst evil on earth: the ritual abuse and murder of children by the government and high-ranking people in our country.  Executives from the US secret services CIA, FBI and NSA have stepped forward to declare that this is happening on a large scale, all over the world (see video",2022-06-03,7729145,1380789070,,Telegram,keywords,Elite-complot#Niets,
4578,42107,"het over heeft en eerlijk gezegd wil ik dat officieel benadrukken.”  Wel, nu hebben we de interne documenten van het Nationale Instituut voor Allergische en Besmettelijke Ziekten, de organisatie waarbij Fauci aan het hoofd staat. Om de een of andere raadselachtige reden konden deze documenten alleen verkregen worden via een Freedom of Information Act verzoek",2021-09-09,2836676,1477658590,,Telegram,random,Niets,
4579,42108,@johnmakebelieve @BartNijman @SigridKaag @D66 Is het ook. Komt uit de bijbel. Marcus 5. Gaat over het kwaad.,2022-04-17,23614714,renedebeer,,Twitter,random,Niets,
4580,42109,@marieke_werf CDA en boeren dat is niet meer. Einde cda voor als dat al zo was.,2022-06-16,27212574,Edwin11369,,Twitter,random,Niets,
4581,42110,@mborgeld @VictoriaSydoni @ViktorVerkist @rblommestijn @GideonvMeijeren Je bent echt niet goed he.,2022-07-12,29381361,WvH758,,Twitter,random,Niets,
4582,42111,"@volknationalist @detgrim @thierrybaudet - de bevolkingsgroei stagneert straks en daalt zelfs weer - CO2 en stikstof zijn 2 verschillende dingen - bevolkingsgroei is (zelfs op wereldschaal) niet het probeem, overconsumptie en onze fossiele verslavingen zijn dat wel",2021-07-07,8993900,etjanssens,,Twitter,random,Niets,
4583,42112,"an expected 30,000 farmers from all over the Netherlands are expected to amass in Stroe today.  Video via http://t.me/BMediaWWD  @VigilantFox | Rumble | ReTruth  [Previous Posts] https://t.me/DisclosureLibrary/19122 [Eva] https://t.me/DisclosureLibrary/19104 [Baudet] https://t.me/DisclosureLibrary/19102 [Pepijn] https://t.me/DisclosureLibrary/19136?single [",2022-06-22,7996289,1132436360,,Telegram,random,Niets,
4584,42113,Uitgelekt. Vers van de pers. #Ministersposten zo goed als rond. Ernst Kuipers inderdaad op Volksgezondheid,2021-12-23,4911705,1433170216,,Telegram,random,Niets,
4585,42114,#2mindebathoofdlijnenLNV @Pieter_Grinwis dient motie in over lessen te trekken uit succesvol bronbeleid van andere sectoren en andere landen en succesvolle  pilots in NL tbv het perspectief voor de landbouwsector.,2022-04-19,23709453,MaaikeGroene11,,Twitter,random,Niets,
4586,42115,"en gezuiverd hebben van corrupte  en geblackmailde rechters. Want het gerecht in Nederland is niet meer onafhankelijk., allang niet meer. TRIAS POLITICA BESTAAT NIET MEER IN NEDERLAND, MAAR WAARSCHIJNLIJK IN VEEL LANDEN VAN DE EUROPESCHE UNIE NIET. DAT HEBBEN WIJ AAN DEN LIJVE IN EUROPA ONDERVONDEN. HOE MAKKELIJK IS HET EN WAS HET VOOR DE STAAT OM DICTATORIA",2022-04-06,6878493,1532318890,,Telegram,keywords,Niets,
4587,42116,"@lientje1967 @karienvangennip Lonen omhoog, product prijzen omhoog ,is al tig jaren de oplossing van stijgende loonkosten. Gooi belasting van eerste levensbehoeften af stelletje mafklappers. Probleem opgelost",2022-08-16,31212569,henry03081967,,Twitter,random,Niets,
4588,42117,Waar heb ik dit nu eerder gehoord?   Mark Rutte en het WEF gaan hand in hand bij de reset van de Nederlandse agrarische industrie. https://t.co/zkbyxKJIwr,2022-07-14,29509829,blijvendQRvrij,,Twitter,random,Niets,
4589,42118,"arcistisch) thema, gaat het vanuit de wortels over krijsende baby's en kinderen die daarbij nooit zijn opgepakt en getroost, maar juist stelselmatig in al hun behoeften zijn ontkent door hun verzorgers. En voorts werden toegetakeld door vrienden of zakenpartners van hun ouders. Of als verdienmodel werden gezien. Of als mascotte en slaaf.  En nu willen ze daa",2022-09-25,9417518,997436497,,Telegram,random,Niets,
4590,42119,"tie. Hij is op de vlucht. Dat hebben kringen uit de canadese geheime dienst bevestigd. Zij jagen hem nu op. En binnenkort zullen wij zijn arrestatie vernemen. ( GTB; dit neemt de ziel uit de politie dreiging, de canadese truckers dwars te zitten. Hun baas is immers op de run) Trudeau is de zoon van Fidel Castro en Margaret Sinclair, ( van de Satanische Sincl",2022-02-07,5844645,1592716635,,Telegram,random,Demoniserend#Elite-complot,
4591,42120,Pieter Omtzigt ontmaskert hypocriete VVD en D66: ‘Ze blokkeerden maandenlang elk debat over koopkracht!’  https://www.stopdebankiers.com/pieter-omtzigt-ontmaskert-hypocriete-vvd-en-d66-ze-blokkeerden-maandenlang-elk-debat-over-koopkracht/,2022-08-20,8922213,1238116258,,Telegram,random,Niets,
4592,42121,"2KMi6bkBhXsST9Rpxrt8Qqz-D9o72Hg9qms  #VechtVoorVrijheid-23: 'NEE, DAT GAAN WE NOOIT DOEN', zei DE JONGE NU TOCH NLse APARTHEID via CORONA-PAS = 'SOCIAL CREDIT SYSTEM'! https://stoppasfamiliedrama.blogspot.com/2021/09/vechtvoorvrijheid-23-nee-dat-gaan-we.html?fbclid=IwAR22a6mBZMFamEk87OcUXxrA5LORU3xjmNISBym9cjA9YS6vlYPm94wQhcA  #RegenboogBullshit-1: DOCENTEN",2021-09-23,3042255,1243943686,,Telegram,keywords,Niets,
4593,42122,"@OmroepON @thierrybaudet Punt is, Thierry, ik zie geen enkel heil in een 'çentrum-rechts' kabinet waarin FVD alleen de minister van Zuurstokken mag leveren. Het leidt tot niets en brengt FVD slechts schade toe. Compromissen hebben een grens. Over vrijheid valt niet te marchanderen.",2021-03-19,4372096,HansDek35828687,,Twitter,keywords,Niets,
4594,42123,@Deseep1968 @fred_amstelveen @lientje1967 U schrijft NSB verkeerd,2022-08-13,31069470,benboks,,Twitter,random,Niets,
4595,42124,@thierrybaudet *vanaf 75 personen.  Wel ff de details meenemen graag.,2021-08-13,10016687,HausOfSharon,,Twitter,random,Niets,
4596,42125,", zonder toestemming het uitzenden van mariniers. En nog veel meer.   TENSLOTTE HEEFT MARK RUTTE  AANVULLEND ZELF DE OPROEP GEDAAN OM HET HIEROVER EENS TE WORDEN. EN DE SAMENKOMST GEVRAAGD VAN DE STATEN GENERAAL ALS GEHEEL. MET EEN STEMMING   En mochten jullie dit in al jullie wijsheid niet willen, dan sleep ik niet de staat, niet het kabinet maar jullie per",2022-06-18,7930744,966223419,,Telegram,random,Niets,
4597,42126,"ze. “Dit is op de man, op de persoon. Doe dat nou niet.”  Fleur Agema beklaagde zich over het feit…  Schrijft, Nine4news.  Lees meer :  https://www.hetnieuwsmaardananders.nl/hnmda/gideon-van-meijeren-fileert-kersverse-minister-kuipers-dit-deugt-van-geen-kant/  ✌🏾 Het nieuws maar dan anders, anders hoor je het niet! 🦻🏾 🇳🇱 @HNMDA_ART 🇳🇱 @HNMDA_ALL  ✌🏾www.hetn",2022-01-21,5506943,1433170216,,Telegram,random,Niets,
4598,42127,"erstuurd zijn geworden. 6 mailstemmen, zogenaamd verstuurd ontvangen, die echter niet gevouwen waren, dus ook niet in een enveloppe gedaan. 7 mailstemmen met een niet bestaand adres. 8. Mailstemmen met niet bestaande en niet geregistreerde namen.  9. Blanco mailstemmen 10. Mailstemmen van mensen , die al jaren niet meer in Arizona woonden. 11. Mailstemmen zo",2021-09-26,3086670,1402051317,,Telegram,random,Niets,
4599,42128,tv/2018/07/28/hans-van-baalen-maidan-plein/  Op 12 februari 2014 vielen er bij deze protesten op het maidanplein meer dan 100 doden toen leden van Right Sector binnen de Oekraïnse overheid vanuit Hotel Kiev zowel politieagenten als Right Sector demonstranten onder vuur namen. Dat blijkt uit getuigenverklaringen en analyse van het forensische bewijsmateriaal:,2022-03-03,6309468,1067769489,,Telegram,random,Niets,
4600,42129,by globalist ideology. This is simply high treason to the Dutch people.,2022-09-26,9426206,1317037735,,Telegram,keywords,Niets,
4601,42130,"Helaas heeft de @VVD hier veel steken laten vallen, dit is echt niet prettig https://t.co/vbAmxj8nlV",2021-12-30,17143109,MartijnHartman,,Twitter,random,Niets,
4602,42131,"@burgercomiteeu @PvanHouwelingen Moet hij net zeggen, heeft een heel bos voor zichzelf. Het zal hem een zorg zijn, het wordt   wel onderhouden voor hem.",2021-12-25,16895360,JACKOJACKO44,,Twitter,random,Niets,
4603,42132,@WybrenvanHaga @PvdA @TimmermansEU Gaat niet gebeuren.Landverrader #Rutte loopt braaf aan het handje van #Brussel en het #WEF.,2022-07-05,28719601,TheDutchConnec2,,Twitter,keywords,Niets,
4604,42133,🔔 Het Nieuws Maar Dan Anders 🔔 Thierry Baudet: ‘De nieuwe wereldorde komt eraan – we zijn allemaal in groot gevaar’   De Nederlandse Forum voor Democratie leider Thierry Baudet heeft gewaarschuwd dat de ‘Nieuwe Wereldorde’ is aangebroken en heeft er bij het publiek op aangedrongen het ernstige gevaar te erkennen dat het vormt voor het menselijk leven. Baudet,2022-04-23,7126564,1184878229,,Telegram,random,Niets,
4605,42134,CU steunt moties van afkeuring tegen Kaag en Bijleveld: wat nu?  https://www.telegraaf.nl/nieuws/1729003770/cu-steunt-moties-van-afkeuring-tegen-kaag-en-bijleveld-wat-nu,2021-09-16,2944440,1182099862,,Telegram,random,Niets,
4606,42135,"huist naar Europa, waar dan centralistische besluitvorming kan plaatsvinden , terwijl mensen en situaties per land altijd verschillend zijn.  Op dit moment worden er in China miljoenen mensen opgesloten in hun eigen huizen.  Wanneer er één Europese leider zou zijn van dergelijke signatuur op de positie van Ursula (voorzitter Europese Commissie), dan kunnen w",2022-04-28,7197363,1689278804,,Telegram,random,Niets,
4607,42136,Kijk 'Mona Keijzer pleit voor afschaffing coronapas: 'Grondrechten worden geschonden' | VI Vandaag' op YouTube https://youtu.be/5OqT9vrZwiA,2022-02-05,5807590,1267573020,,Telegram,random,Niets,
4608,42137,#toeslagendebat 19-01-2021 Wat is er in Nederland gaande als de VVD 2 zetels steeg in de peilingen rond het klappen 👏 van Rutte-3 op vrijdag 15-01-2021. Veel kiezers vinden schijnbaar dat wat allemaal gebeurde OKÉ 👌 was. Wat zegt dat over onze democratie.,2021-01-19,666207,Inhaalrace_W,,Twitter,random,Niets,
4609,42138,Ze is het al maar dat snapt ze nog niet.  https://t.co/XF5H2HwvCx,2022-07-02,28532341,georgeoomen,,Twitter,random,Niets,
4610,42139,@bloem_22 @IngridBilardie @Balansdigitaal @peterkwint @Lisawesterveld mijn hart huilt echt voor deze school en vooral de kids,2022-01-30,19054357,M_K_S__,,Twitter,random,Niets,
4611,42140,. Vuile huichelaars. maar het is heel simpel..... je verlaagd je maandlasten met net geen 10 %....... en je drukt op opslaan. Vervolgens druk je op sluiten.... Daarna ga je opnieuw naar termijnbedrag..... weer verlagen met net geen 10 % enz. enz. Ik ben niet van plan om mezelf en mijn gezin in de armoede te storten om de aandeelhouders van de energiemaatscha,2022-09-15,9272623,1431956828,,Telegram,keywords,Niets,
4612,42141,"@roxanevaniperen Helemaal in het begin dacht ik dat FvD een iets """"""""redelijker"""""""" kopie van PVV zou zijn, maar nu zijn ze eerder het Forum van  Wappies met mensen die klakkeloos achter hun gestoorde leider lopen. Vraag me soms echt af wat Baudet slikt...",2022-03-06,21464692,VincentB1980,,Twitter,keywords,Niets,
4613,42142,@parool .  @MinPres #Rutte:  De #SloperDesVaderlands  Een Volk  &amp;  Een Zootje #Rutte4 Kadaverdiscipline Collaborateurs  Dat Voor Die  Pathogisch Liegende Manipulatieve Laf Polderende #VVD Godfather  BLIJFT  Zwichten...  #DanDooftHetLicht!  #OPRUTTEN! https://t.co/slRqSkciYx,2022-07-30,30303516,monstervanwkoop,,Twitter,random,Niets,
4614,42143,"@iJohnnoo @SPnl @AzG_nl @RenskeLeijten Ah ik zie het al, had ik helemaal gemist. Ja ik zal mij aan mijn belofte houden.",2021-03-11,3500307,CMDR_drsYell,,Twitter,random,Niets,
4615,42144,"Afgezien @TataSteelNL net als @markrutte @SigridKaag een @wef poedel is,heeft het weinig toegevoegde waarde. Werknemers kunnen overal werken en produceren vooral voor buitenland. Dienst verviervoudigt dwangsom Tata Steel en dreigt intrekking vergunning  https://t.co/YP7ugNhwAS https://t.co/3RPgokFPLO",2022-09-19,33752129,opagaatlos,https://pbs.twimg.com/media/FdA7hB9WIAIXSFM.jpg,Twitter,keywords,Dehumaniserend#Elite-complot,
4616,42145,"@Aut_ItIsI @dutchanddonts @thierrybaudet Ja echt? Wat in hemelsnaam praat dit goed? Zulk machtsvertoon, tezamen met de andere filmpjes waar mensen afgeranseld worden?",2021-09-21,11716503,famme_mz,,Twitter,random,Niets,
4617,42146,A en ChristenUnie samen genoegen moeten nemen met slechts 67 zetels. Dat zijn er 9 minder dan wat ze nodig hebben voor een meerderheid.  De nieuwe peiling van Kantar bevat slecht nieuws voor de regerende….  Lees meer : https://www.hetnieuwsmaardananders.nl/hnmda/peiling-coronacoalitie-regime-rutte-iii-iv-heeft-geen-democratisch-mandaat-meer/  ✌🏾 Het nieuws m,2021-11-11,4011709,1493409873,,Telegram,random,Niets,
4618,42147,@PvanHouwelingen @marceltuinstra1 Pfizer stopt het medicijn #ivermectine al in een ander jasje. #bigpharmatyranny corrupt tot het bot.,2021-10-15,12993078,mikekool13,,Twitter,keywords,Niets,
4619,42148,"@MaartenHoltz @MinPres zal blij zijn dat hij nog demissionair is, anders was hij met een beetje pech al weggestuurd 🙃",2021-12-15,16287068,SeveralLooks,,Twitter,random,Niets,
4620,42149,Ahh 10mil kost Wilders p/jaar  Wij hebben geen bescherming nodig  Rutte met zijn kartel moet beschermd worden. De Nazi krant 🗞 zeker,2022-05-22,9764183,2101792828,,Telegram,random,Niets,
4621,42150,@tdjooo @geertwilderspvv Komt omdat het kartel ook regeert Over die TK.,2022-09-30,34922946,Mijnnaamishaas5,,Twitter,keywords,Niets,
4622,42151,@NOS DUHU.. PLUCHEPLAKKERS WAT EEN LAF ZOOITJE.Hoe zegt Rutte dat ook alweer wat een gaaf land.. nou zeg maar wat een gaaf corrupt kutland  zijn wij aan het worden. VOLKSVERTEGENWOORDIGERS..? Welk volk? https://t.co/pskTAUx3Dr,2021-11-03,13748833,Caro12040701,,Twitter,keywords,Niets,
4623,42152,"Verboden voor ongevaccineerden!  Hugo en Rutte hebben veel geleerd van de Tweede Wereldoorlog en hoe je op slimme wijze een bepaalde bevolkingsgroep systematisch uitsluit, namelijk angst.  Nederland weer vrij !",2021-11-22,4290305,1530797983,,Telegram,random,Niets,
4624,42153,Ach de homofobe relnicht van een Baudet heeft ook zijn toetsenbord weer gevonden https://t.co/kcHXveXCs6,2022-02-17,20346736,2010_Bobby,,Twitter,random,Niets,
4625,42154,"@Tonfr1 @ikkeOokikke1 @geertwilderspvv @SigridKaag Tja, totdat je wat overkomt en jij ook je handje moet ophouden. Ben je dan ook zo stoer om een uitkering te weigeren? Of wil je dan wel gebruik maken van linkse voorzieningen?",2021-12-10,16070456,GHPijffers,,Twitter,random,Niets,
4626,42155,"@DirkWetering @aavenselaar @gertjansegers @Gidibrandes Ja inderdaad een meerderheid, geen dictator met een stelletje ja- knikkers",2022-08-19,31464942,J001Gert,,Twitter,keywords,Niets,
4627,42156,Hun leider oppakken.... rutte,2022-07-29,9612658,2008806222,,Telegram,random,Niets,
4628,42157,RT @PlugHuig: Esther Ouwehand (pvdd) stelde in 2014 kamervragen over de V&J-vacatures voor webcaremedewerkers (Justitie-trollen) die internetdiscussies over het ministerie van Veiligheid en Justitie zouden monitoren en beïnvloeden. #NCTV #Abels #FVDLMR https://t.co/CmjHOzViqq https://t.co/Py3JdkWr5z https://twitter.com/PlugHuig/status/1461605063944814596,2021-11-19,4192715,1179194123,,Telegram,random,Niets,
4629,42158,@geertwilderspvv Opzouten met dat ramp-cabinet! Verkiezingen en een ruk naar rechts,2022-06-11,26833400,TanteTruusVindt,,Twitter,random,Niets,
4630,42159,"@MinPres @JustinTrudeau Donderstraal toch op @markrutte Die trudeau is de grootste dictator ooit, na AH",2021-10-30,13542939,wendylelieveld,,Twitter,keywords,Niets,
4631,42160,"kantie aan het bespreken, toen kwamen de beelden binnen via social media. Je verwacht dit in Wit-Rusland of Myanmar. Niet in Nederland.”  Maes legt uit dat wie kennis heeft van een strafbaar feit, ook al is dat via de social media, daarvan aangifte kan doen bij het Openbaar Ministerie (OM). Hij heeft dit gedaan bij het Landelijk Parket, dat de zaak heeft ove",2021-04-17,1003854,1216416914,,Telegram,random,Niets,
4632,42161,PART 1 —  #QWARRIORSWORLDWIDE —>> https://t.me/EXPOSEthePEDOSendOfTheCABAL/7774  🔥PEDO WARS 2 — THE WORLD IS ON FIRE  —  #QWARRIORSWORLDWIDE —>>> https://t.me/EXPOSEthePEDOSendOfTheCABAL/7935  🔥Q+ Trump’s War On Crimes Against Humanity! The Worldwide Covert Military Intelligence Sting Operation! —>>> https://t.me/GitmoTV/17384  🔥EUROPEAN ROYALS KILLING NAKE,2022-09-16,9285122,1538977372,,Telegram,keywords,Niets,
4633,42162,"als een raket in het politieke firmament schoot zij omhoog. Ja zij deed het ook met jongetjes. (Dus was afpersbaar) oMet meerdere dan een. Dat jongetje komt nu naar voren, U heeft de video gezien. Ondertussen krijgt zij ook covid, net als Bill Gates, net als laGarde van de bank, net als de premier van Finland, net als Macron., HET VERWONDERLIJKE IS, DAT ZIJ",2022-05-12,7412926,1648460718,,Telegram,random,Niets,
4634,42163,🤣🤣🤣😂😂😂🥳❤️🤍💙🇳🇱 Privéjet vooral gebruikt door Nederlandse premier Mark Rutte en andere ambtenaren gestolen uit regeringshangar door boze boeren.  🚨BREAKING: Private jet used primarily by Dutch Prime Minister Mark Rutte and other officials stolen from government hanger by angry farmers.  https://twitter.com/justin_hart/status/1545823471459901440?s=20&t=GdLXzLD7,2022-07-11,8321362,1267573020,,Telegram,random,Niets,
4635,42164,"@DeSjaak65 @GideonvMeijeren nou met 4 lullige zeteltje nu, lijken ze eerder te krimpen hoor. even wakker worden zoals jullie wappies zo vaak roepen.",2022-03-15,22077808,FromHom49177370,,Twitter,keywords,Niets,
4636,42165,"wetenschappelijke niet onderbouwd kunnen worden en wat eigenlijk blatante leugens zijn gebleken... De Corona, de STIKSTOF, de Klimaat hoax.... stop met die stomme rotsooi, stop met dat liegen en bedriegen, houdt daarmee op. Claus Schwab is doorgeprikt, is uitgespeeld... is afgewezen door alle Volken in de wereld. Alle spelers leggen nu een voor een het lood",2022-08-11,8798490,1231902969,,Telegram,keywords,Niets,
4637,42166,https://www.ninefornews.nl/oud-bisschop-jezuieten-heersen-over-vaticaan-en-nieuwe-wereldorde/,2022-01-27,5652826,1409492849,,Telegram,random,Niets,
4638,42167,"@gertjansegers @ricarni @larsdobbers gaat u nu ook de kerk, uw geloof verlaten ? DIT PAST NAMELIJK NIET BIJ DEZE DICTATUUR   OPRUTTE !!",2021-12-28,17004359,Luna20245054512,,Twitter,keywords,Niets,
4639,42168,"@wierdduk @YesimCandan Pieter was 18 jaar kamerlid van het CDA en is nooit  een teamspelers geweest Hij had een eigen achterban  Die blijft hem trouw,maar is hij in staat op eigen kracht iets op te bouwen?",2021-07-11,9142928,llouisabij,,Twitter,random,Niets,
4640,42169,https://nieuwspaal.nl/kaag-voelt-zich-geen-verrader-ik-zeg-eerlijk-dat-ik-nederland-wil-uitleveren-aan-de-eu/,2021-03-19,698270,1260012013,,Telegram,random,Niets,
4641,42170,"Precies dit💯  Als straks een linkse extremist Thierry Baudet wil liquideren door de woorden van de geregisseerde VVD en D66 staatspropaganda machine, breekt de hel gegarandeerd los in Nederland.  Thierry Baudet wordt niet geslachtofferd zoals Pim Fortuyn. Jullie hebben al één topper vermoord, de tweede gaat jullie niet lukken!   Wij steunen Thierry Baudet🇳🇱❤",2022-09-21,9355703,921448935,,Telegram,random,Niets,
4642,42171,"andemie.   Daarnaast somt Lisa Westerveld een lijstje op van alle schendingen van de Grondwet, die gedaan zijn uit naam van de bestrijding.  Het lijkt nu inmiddels wel te ver te gaan. Inperking vrijheden, samenkomst, vrije beroepskeuze, etc. etc.   Uit debat: Wereldwijde aanpak COVID-19 9 december 2021 Vaste commissie voor Buitenlandse Handel en Ontwikkeling",2021-12-15,4758804,1362874119,,Telegram,keywords,Niets,
4643,42172,"@BasFilippini @AIVD Tot de orde roepen Bas. Wat een nette woorden. Eruit trappen dat gespuis, in Canada, Australië en meer landen zijn ze er al mee bezig. Nu Nederland nog. Weg met Rutte en Kaag met hun bende.",2022-01-29,19002098,VonBierman,,Twitter,random,Niets,
4644,42173,"@brechtarnaert @Momootjem2 @thierrybaudet ... aldus de persoon die de wetenschap corrupt noemt. Ach, op voorhand weet je dan al dat met zo iemand niet te praten valt. Geniet van je leven!",2022-01-04,17399123,MinderVlack,,Twitter,keywords,Niets,
4645,42174,p George Soros bezit Smartmatic stemmachines. Gooi uw stem niet weg als u in een staat leeft die ze gebruikt. Vraag om een ​​papieren stembiljet. Volgens de federale wetgeving moet het stembureau er een voorzien.  Hacker/Cyberexpert #ArjenKamphuis is nooit meer thuis gekomen na een rondvaartje op een meer. Hij kon moeiteloos Smartmatic hacken. Hij is vermoor,2021-03-18,689235,921448935,,Telegram,random,Elite-complot#Niets,
